Unnamed: 0,Date,Adjustment,Afternoon with the baker,Alfajores,Argentina Night,Art Tray,Bacon,Baguette,Bakewell,Bare Popcorn,Basket,Bowl Nic Pitt,Bread,Bread Pudding,Brioche and salami,Brownie,Cake,Caramel bites,Cherry me Dried fruit,Chicken sand,Chicken Stew,Chimichurri Oil,Chocolates,Christmas common,Coffee,Coffee granules ,Coke,Cookies,Crepes,Crisps,Drinking chocolate spoons ,Duck egg,Dulce de Leche,Eggs,Ella's Kitchen Pouches,Empanadas,Extra Salami or Feta,Fairy Doors,Farm House,Focaccia,Frittata,Fudge,Gift voucher,Gingerbread syrup,Granola,Hack the stack,Half slice Monster ,Hearty & Seasonal,Honey,Hot chocolate,Jam,Jammie Dodgers,Juice,Keeping It Local,Kids biscuit,Lemon and coconut,Medialuna,Mighty Protein,Mineral water,Mortimer,Muesli,Muffin,My-5 Fruit Shoot,Nomad bag,Olum & polenta,Panatone,Pastry,Pick and Mix Bowls,Pintxos,Polenta,Postcard,Raspberry shortbread sandwich,Raw bars,Salad,Sandwich,Scandinavian,Scone,Siblings,Smoothies,Soup,Spanish Brunch,Spread,Tacos/Fajita,Tartine,Tea,The BART,The Nomad,Tiffin,Toast,Truffles,Tshirt,Valentine's card,Vegan Feast,Vegan mincepie,Victorian Sponge
129,2017-03-10,0,0,0,0,0,0,1,0,0,0,0,28,0,0,1,6,0,0,0,1,0,0,0,38,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,6,0,3,0,0,3,4,0,0,0,7,0,0,6,3,4,0,0,1,1,0
130,2017-03-11,0,0,0,1,0,0,2,0,0,0,0,30,0,0,3,16,0,0,0,1,0,1,0,48,0,2,4,0,0,1,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,3,1,3,5,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,1,13,3,11,0,0,2,5,0,0,0,15,0,2,2,4,1,0,0,1,0,0
131,2017-03-12,0,0,0,0,0,0,2,0,0,0,0,18,0,0,2,11,0,0,0,1,0,1,0,40,0,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,2,3,0,0,0,3,0,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,2,2,9,0,0,0,9,0,1,1,1,1,0,0,1,1,0
132,2017-03-13,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,3,7,0,1,0,0,4,2,0,0,0,11,0,0,0,0,1,0,0,0,0,0
133,2017-03-14,0,0,0,0,0,0,2,4,0,0,0,12,0,0,0,7,0,0,0,4,0,0,0,27,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,5,0,0,0,2,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,7,0,0,0,2,1,0,0,1,0,0
134,2017-03-15,0,0,0,0,0,0,3,1,0,0,0,13,0,0,4,10,0,0,0,0,0,0,1,25,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0
135,2017-03-16,0,0,0,0,0,0,2,1,0,0,0,22,0,0,2,5,0,1,0,3,0,0,0,25,0,1,5,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,6,0,2,2,0,0,0,3,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,1,1,0,1,3,0,0,0,0,5,0,0,0,5,1,0,0,0,0,0
136,2017-03-17,0,0,0,0,0,0,3,1,0,0,0,13,0,0,3,11,0,0,0,0,0,0,0,40,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,4,2,1,3,0,0,1,0,0,0,0,6,0,0,4,3,0,0,0,0,0,0
137,2017-03-18,0,1,0,0,0,0,2,0,0,0,0,28,0,0,4,12,0,0,0,1,0,0,0,44,0,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,3,0,2,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,9,2,10,0,1,3,2,0,0,0,12,0,2,5,4,1,0,0,0,0,0
138,2017-03-19,0,1,0,0,1,0,1,0,0,0,0,18,0,0,0,8,0,0,0,1,0,0,0,35,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,9,0,6,0,1,2,8,0,0,0,10,0,0,4,1,1,0,0,0,0,0
139,2017-03-20,0,0,0,0,0,0,2,0,0,0,0,13,0,0,2,3,0,0,0,0,0,0,0,31,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,1,0,0,6,0,0,0,0,5,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,7,0,0,0,3,1,0,0,0,0,0
140,2017-03-21,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,7,0,0,0,0,0,0,2,32,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,8,1,0,0,0,3,1,0,0,0,5,0,0,0,2,2,0,0,0,0,0
141,2017-03-22,0,0,0,0,0,0,2,0,0,0,0,17,0,0,2,3,0,1,0,1,0,0,0,31,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,1,4,1,0,0,1,4,2,0,0,0,7,0,0,0,3,1,0,0,0,0,0
142,2017-03-23,0,0,0,1,0,0,2,0,0,0,0,23,0,0,5,5,0,0,0,5,0,0,0,28,0,1,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,2,0,1,1,0,0,0,1,0,0,9,0,0,0,0,0,0,1,5,0,0,0,1,4,3,0,0,0,4,0,0,4,1,2,0,0,0,0,0
143,2017-03-24,0,0,0,0,0,0,4,0,0,0,0,20,0,0,3,8,0,0,0,2,0,0,0,42,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,1,0,1,0,0,3,0,0,0,0,5,0,0,0,0,0,0,1,3,2,0,0,0,2,4,0,0,0,7,0,0,4,2,4,0,0,0,0,0
144,2017-03-25,0,0,0,0,0,0,3,0,0,0,0,40,0,0,0,20,0,0,0,1,0,0,0,54,2,4,7,0,0,1,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,8,0,5,10,0,0,0,0,0,3,1,0,12,0,0,0,0,14,0,0,0,0,0,0,5,7,7,0,0,5,3,10,0,0,0,8,0,2,1,1,4,0,0,0,0,0
145,2017-03-26,0,0,0,0,0,0,4,0,0,0,0,26,0,0,8,11,0,0,0,0,0,0,0,35,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,6,0,0,0,9,0,1,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,16,0,1,0,4,1,5,0,0,0,8,0,0,0,2,1,0,0,1,0,0
146,2017-03-27,0,0,0,0,0,0,0,5,0,0,0,7,0,0,2,0,0,0,0,3,0,0,0,29,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,1,0,0,0,0,11,0,1,0,3,0,0,0,0,0,0
147,2017-03-28,0,0,0,0,0,0,2,5,0,0,0,8,0,0,0,2,0,0,0,1,0,0,0,32,0,2,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,6,0,0,0,0,6,0,0,0,0,0,0,2,9,0,1,0,0,6,0,0,0,0,7,0,0,0,5,1,0,0,0,0,0
148,2017-03-29,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,5,0,0,0,1,0,0,0,30,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,4,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,4,4,0,0,0,11,0,0,1,2,1,0,0,0,0,0
149,2017-03-30,0,0,0,0,0,0,2,2,0,0,0,13,0,0,0,14,0,0,0,1,0,0,3,33,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1,1,1,0,0,0,11,0,0,2,5,3,0,0,0,0,0
150,2017-03-31,0,0,2,0,0,0,2,0,0,0,0,27,0,0,4,3,0,0,0,2,0,0,0,41,0,3,8,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,6,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,6,0,5,0,0,3,2,0,0,0,7,0,0,5,3,0,0,0,0,0,0
151,2017-04-01,0,0,5,0,0,0,2,0,0,0,0,36,0,0,5,10,0,0,0,2,0,0,0,39,1,3,7,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,3,0,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,9,1,5,0,2,4,3,0,0,0,5,0,3,3,2,5,0,0,0,0,0
152,2017-04-02,0,0,1,1,0,0,0,0,0,0,0,17,0,0,1,14,0,0,0,0,0,0,0,32,0,1,4,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,8,1,2,0,1,1,2,0,0,0,5,0,0,2,0,2,0,0,0,0,0
153,2017-04-03,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,35,1,1,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,6,1,5,0,0,3,1,0,0,0,9,0,1,1,4,3,0,0,0,0,0
154,2017-04-04,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,10,0,0,0,2,0,0,0,40,0,1,3,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,1,3,1,0,0,0,9,0,0,0,1,0,0,0,0,0,0
155,2017-04-05,0,0,1,0,0,0,2,0,0,0,0,20,0,0,0,10,0,0,0,1,0,1,1,30,0,4,5,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,3,0,0,0,0,0,2,0,0,3,0,0,0,0,10,0,0,0,0,0,0,4,7,1,0,0,0,1,1,0,0,0,14,0,0,5,3,3,0,0,0,0,0
156,2017-04-06,0,0,5,0,1,0,0,0,0,0,0,16,0,1,0,2,0,0,0,0,0,0,1,27,0,3,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,1,4,0,0,0,0,11,0,0,6,5,1,0,0,0,0,0
157,2017-04-07,0,0,3,0,0,0,1,0,0,0,0,15,0,0,0,4,0,0,0,3,0,0,0,29,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,4,0,2,0,0,3,0,0,0,0,6,0,0,3,4,2,0,0,0,0,0
158,2017-04-08,0,2,6,4,0,0,4,0,0,0,0,29,0,0,5,14,0,1,0,0,0,0,1,41,0,2,2,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,3,2,1,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,2,7,8,3,0,1,1,4,0,8,0,9,0,4,0,1,5,0,0,7,0,0
159,2017-04-09,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,1,17,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,5,0,3,0,5,0,0,0,2,1,0,0,0,0,0
